"","vectordist","iso","vectorlang"
"145",0.787903048171196,"PRY",0
"146",0.603753584781446,"QAT",0
"147",0.579185507315114,"RUS",0.70508296501618
"148",0.629207417279094,"RWA",0
"149",0.595925877921767,"SAU",0
"150",0.593356587133967,"SDN",0
"151",0.619079502328007,"SEN",0
"152",0.807544999705353,"SGP",0.140644938913108
"153",0.678802346792214,"SHN",0.584589417015058
"154",0.939731534149591,"SLB",0
"155",0.625404338200385,"SLE",0
"156",0.759036110377601,"SLV",0.722219078888144
"157",0.640272168089694,"SOM",0
"158",0.640231658431037,"SPM",0.880207076248577
"159",0.62286356796972,"STP",0.983039772763298
"160",0.694659285689646,"SUR",0.73672031722555
"161",0.559014749497123,"SVK",0.73809297235603
"162",0.558295851734965,"SVN",0.73809297235603
"163",0.574909986503213,"SWE",0.907790521787267
"164",0.680381011648469,"SYC",0.999999999999999
"165",0.570656860678767,"SYR",0
"166",0.691390214964871,"TCA",0.584589417015058
"167",0.594655499006987,"TCD",0
"168",0.613314075666988,"TGO",0
"169",0.760428051936146,"THA",0
"170",0.625100926014707,"TJK",0.682236744196433
"171",0.603335395300075,"TKM",0.00785075528095748
"172",0.987455959365356,"TON",0.00368900779062948
"173",0.692668543018402,"TTO",0.584589417015058
"174",0.562327750882048,"TUN",0
"175",0.561331313786273,"TUR",0.00785075528095748
"176",0.962220452169535,"TUV",0.00368900779062948
"177",0.783806963978077,"TWN",0.0015751057838742
"178",0.653259472508088,"TZA",0
"179",0.625768907982679,"UGA",0
"180",0.566420050492829,"UKR",0.72627032919705
"181",0.808791124959032,"URY",0.722219078888144
"182",0.675597863089038,"USA",0.605827187148268
"183",0.623927468612333,"UZB",0.122024127593807
"184",0.685490316105975,"VCT",0.584589417015059
"185",0.704748079928867,"VEN",0.722219078888144
"186",0.681576961399954,"VGB",0.584589417015058
"187",0.755318298654372,"VNM",0
"188",0.966098188989226,"VUT",0
"189",0.608073596484057,"YEM",0
"190",0.725414211152717,"ZAF",0
"191",0.667007998136488,"ZMB",0
"192",0.676704827857671,"ZWE",0
